state_fips,year,state_abbr,state_name,census_region,census_division,min_wage_nominal,min_wage_annual_avg,federal_min_wage,binding_min_wage,annualized_mw_income,contract_rent_monthly,gross_rent_monthly,contract_rent_annual,gross_rent_annual,tfp_national_monthly,tfp_national_annual,rpp_goods_index,food_reconstructed_annual,construction_flag_food,electric_bill_monthly,electric_bill_annual,gas_price_per_mcf,gas_bill_monthly,gas_bill_annual,construction_flag_gas,poverty_rate,median_hh_income,rpp_all,rpp_rents
01,2008,AL,Alabama,South,East South Central,6.550000190734863,6.157923698425293,6.55,6.550000190734863,13624.000396728516,447.0,631.0,5364.0,7572.0,512.6,6151.200000000001,95.966,5903.060592000001,reconstructed,132.15654543166235,1585.878545179948,18.3,91.5,1098.0,estimated_from_price,,42666.0,88.901,59.88
01,2009,AL,Alabama,South,East South Central,7.25,6.858767032623291,7.25,7.25,15080.0,468.0,657.0,5616.0,7884.0,530.3,6363.599999999999,93.986,5980.893096,reconstructed,131.4233946692268,1577.0807360307217,18.12,90.6,1087.2,estimated_from_price,,40489.0,87.786,60.148
01,2010,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,471.0,667.0,5652.0,8004.0,535.6,6427.200000000001,96.407,6196.2707040000005,reconstructed,147.6894083017012,1772.2728996204146,15.79,78.94999999999999,947.4,estimated_from_price,19.0,40474.0,89.783,61.501
01,2011,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,482.0,687.0,5784.0,8244.0,556.8,6681.599999999999,95.951,6411.062015999999,reconstructed,142.4059273087918,1708.8711277055015,15.08,75.4,904.8,estimated_from_price,19.0,41415.0,90.011,60.854
01,2012,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,510.0,689.0,6120.0,8268.0,567.6,6811.200000000001,95.208,6484.807296000001,reconstructed,135.26334002331654,1623.1600802797984,16.2,81.0,972.0,estimated_from_price,19.0,41574.0,90.559,62.321
01,2013,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,515.0,694.0,6180.0,8328.0,570.6,6847.200000000001,96.222,6588.5127840000005,reconstructed,136.35753055494052,1636.2903666592863,15.47,77.35000000000001,928.2,estimated_from_price,18.7,42849.0,90.324,61.409
01,2014,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,521.0,717.0,6252.0,8604.0,567.8,6813.599999999999,96.253,6558.294408,reconstructed,145.24896418547416,1742.98757022569,14.62,73.1,877.1999999999999,estimated_from_price,19.3,42830.0,90.175,59.913
01,2015,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,536.0,729.0,6432.0,8748.0,560.4,6724.799999999999,95.222,6403.489055999999,reconstructed,142.4831104814895,1709.797325777874,14.13,70.65,847.8000000000001,estimated_from_price,18.5,44765.0,89.741,59.246
01,2016,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,559.0,743.0,6708.0,8916.0,556.0,6672.0,96.055,6408.7896,reconstructed,145.54516988143396,1746.5420385772077,14.06,70.3,843.6,estimated_from_price,17.1,46257.0,90.609,60.511
01,2017,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,565.0,750.0,6780.0,9000.0,563.8,6765.599999999999,95.483,6459.997848,reconstructed,142.55483847068476,1710.658061648217,16.12,80.60000000000001,967.2,estimated_from_price,16.9,48123.0,90.065,61.118
01,2018,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,585.0,788.0,7020.0,9456.0,570.0,6840.0,92.476,6325.3584,reconstructed,150.54397782673806,1806.5277339208567,15.22,76.10000000000001,913.2,estimated_from_price,16.8,49861.0,87.378,59.641
01,2019,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,597.0,807.0,7164.0,9684.0,577.0,6924.0,94.601,6550.17324,reconstructed,150.45259714519636,1805.4311657423564,15.63,78.15,937.8,estimated_from_price,15.5,51734.0,88.303,60.277
01,2020,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,,,,,602.0,7224.0,94.353,6816.06072,reconstructed,143.95420172654414,1727.4504207185296,16.01,80.05000000000001,960.6,estimated_from_price,,,87.569,59.582
01,2021,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,650.0,861.0,7800.0,10332.0,835.57,10026.84,93.928,9418.0102752,reconstructed,,,15.72,78.60000000000001,943.2,estimated_from_price,16.1,53913.0,88.062,60.596
01,2022,AL,Alabama,South,East South Central,7.25,7.25,7.25,7.25,15080.0,693.0,913.0,8316.0,10956.0,939.4,11272.8,94.668,10671.734304,reconstructed,,,17.36,86.8,1041.6,estimated_from_price,16.2,59674.0,88.021,57.502
01,2023,AL,Alabama,South,East South Central,,,,,,757.0,982.0,9084.0,11784.0,975.5,11706.0,94.606,11074.57836,reconstructed,,,20.1,100.5,1206.0,estimated_from_price,15.6,62212.0,89.097,61.601
02,2008,AK,Alaska,West,Pacific,7.150000095367432,7.150000095367432,6.55,7.150000095367432,14872.000198364258,863.0,949.0,10356.0,11388.0,512.6,6151.200000000001,105.924,6515.597088,reconstructed_AK_HI,109.30168685335634,1311.6202422402762,8.72,43.6,523.2,estimated_from_price,,68460.0,103.878,105.956
02,2009,AK,Alaska,West,Pacific,7.25,7.1941094398498535,7.25,7.25,15080.0,903.0,1007.0,10836.0,12084.0,530.3,6363.599999999999,105.722,6727.725192,reconstructed_AK_HI,112.12564953320113,1345.5077943984134,10.23,51.150000000000006,613.8000000000001,estimated_from_price,,66953.0,106.147,119.666
02,2010,AK,Alaska,West,Pacific,7.75,7.75,7.25,7.75,16120.0,904.0,981.0,10848.0,11772.0,535.6,6427.200000000001,104.009,6684.866448000001,reconstructed_AK_HI,104.28770340300146,1251.4524408360176,8.89,44.45,533.4000000000001,estimated_from_price,9.9,64576.0,103.099,113.679
02,2011,AK,Alaska,West,Pacific,7.75,7.75,7.25,7.75,16120.0,945.0,1049.0,11340.0,12588.0,556.8,6681.599999999999,103.451,6912.182016,reconstructed_AK_HI,114.41730112650856,1373.0076135181027,8.77,43.85,526.1999999999999,estimated_from_price,10.5,67825.0,103.274,109.994
02,2012,AK,Alaska,West,Pacific,7.75,7.75,7.25,7.75,16120.0,990.0,1120.0,11880.0,13440.0,567.6,6811.200000000001,101.501,6913.436112,reconstructed_AK_HI,116.88967157459014,1402.6760588950815,8.47,42.35,508.2000000000001,estimated_from_price,10.1,67712.0,102.548,116.474
02,2013,AK,Alaska,West,Pacific,7.75,7.75,7.25,7.75,16120.0,1008.0,1117.0,12096.0,13404.0,570.6,6847.200000000001,100.142,6856.923024000001,reconstructed_AK_HI,114.56165659844318,1374.7398791813182,8.85,44.25,531.0,estimated_from_price,9.3,72237.0,102.052,114.823
02,2014,AK,Alaska,West,Pacific,7.75,7.75,7.25,7.75,16120.0,1071.0,1183.0,12852.0,14196.0,567.8,6813.599999999999,99.883,6805.628088,reconstructed_AK_HI,115.79459774444103,1389.5351729332926,9.11,45.55,546.5999999999999,estimated_from_price,11.2,71583.0,102.386,116.652
02,2015,AK,Alaska,West,Pacific,8.75,8.75,7.25,8.75,18200.0,1061.0,1163.0,12732.0,13956.0,560.4,6724.799999999999,104.376,7019.077248,reconstructed_AK_HI,119.64099730057175,1435.6919676068612,9.64,48.2,578.4000000000001,estimated_from_price,10.3,73355.0,103.287,114.548
02,2016,AK,Alaska,West,Pacific,9.75,9.75,7.25,9.75,20280.0,1096.0,1208.0,13152.0,14496.0,556.0,6672.0,107.412,7166.52864,reconstructed_AK_HI,119.84425380686766,1438.131045682412,9.81,49.05,588.6,estimated_from_price,9.9,76440.0,104.073,108.72
02,2017,AK,Alaska,West,Pacific,9.800000190734863,9.800000190734863,7.25,9.800000190734863,20384.00039672852,1085.0,1201.0,13020.0,14412.0,563.8,6765.599999999999,107.706,7286.957136,reconstructed_AK_HI,127.82773357788146,1533.9328029345777,10.52,52.6,631.1999999999999,estimated_from_price,11.1,73181.0,104.833,109.38
02,2018,AK,Alaska,West,Pacific,9.84000015258789,9.84000015258789,7.25,9.84000015258789,20467.20031738281,1077.0,1177.0,12924.0,14124.0,570.0,6840.0,103.212,7059.7008,reconstructed_AK_HI,125.56748491150944,1506.8098189381135,10.99,54.95,659.4,estimated_from_price,10.9,74346.0,104.565,104.763
02,2019,AK,Alaska,West,Pacific,9.890000343322754,9.890000343322754,7.25,9.890000343322754,20571.200714111328,1095.0,1201.0,13140.0,14412.0,577.0,6924.0,100.529,6960.62796,reconstructed_AK_HI,127.29066565268992,1527.487987832279,11.11,55.55,666.5999999999999,estimated_from_price,10.1,75463.0,103.041,101.303
02,2020,AK,Alaska,West,Pacific,10.1899995803833,10.1899995803833,7.25,10.1899995803833,21195.199127197266,,,,,602.0,7224.0,101.531,7334.599440000001,reconstructed_AK_HI,124.66001285923367,1495.9201543108045,11.14,55.7,668.4000000000001,estimated_from_price,,,101.339,89.699
02,2021,AK,Alaska,West,Pacific,10.34000015258789,10.34000015258789,7.25,10.34000015258789,21507.20031738281,1119.0,1259.0,13428.0,15108.0,835.57,10026.84,109.142,10943.4937128,reconstructed_AK_HI,,,10.94,54.7,656.4,estimated_from_price,10.5,77845.0,104.907,103.366
02,2022,AK,Alaska,West,Pacific,10.34000015258789,10.34000015258789,7.25,10.34000015258789,21507.20031738281,1180.0,1329.0,14160.0,15948.0,939.4,11272.8,105.589,11902.836792,reconstructed_AK_HI,,,11.08,55.4,664.8,estimated_from_price,11.0,88121.0,102.101,96.585
02,2023,AK,Alaska,West,Pacific,,,,,,1242.0,1373.0,14904.0,16476.0,975.5,11706.0,103.697,12138.77082,reconstructed_AK_HI,,,11.39,56.95,683.4000000000001,estimated_from_price,10.4,86631.0,103.297,96.736
04,2008,AZ,Arizona,West,Mountain,6.900000095367432,6.900000095367432,6.55,6.900000095367432,14352.000198364258,738.0,866.0,8856.0,10392.0,512.6,6151.200000000001,102.954,6332.906448,reconstructed,112.46540144214764,1349.5848173057718,17.6,88.0,1056.0,estimated_from_price,,50958.0,102.504,103.316
04,2009,AZ,Arizona,West,Mountain,7.25,7.25,7.25,7.25,15080.0,732.0,859.0,8784.0,10308.0,530.3,6363.599999999999,106.401,6770.934035999999,reconstructed,115.42005796035164,1385.0406955242197,17.65,88.25,1059.0,estimated_from_price,,48745.0,102.865,99.867
04,2010,AZ,Arizona,West,Mountain,7.25,7.25,7.25,7.25,15080.0,709.0,844.0,8508.0,10128.0,535.6,6427.200000000001,100.075,6432.020400000001,reconstructed,116.08797569610157,1393.0557083532187,15.87,79.35,952.2,estimated_from_price,17.4,46789.0,100.558,96.898
04,2011,AZ,Arizona,West,Mountain,7.349999904632568,7.349999904632568,7.25,7.349999904632568,15287.999801635742,716.0,850.0,8592.0,10200.0,556.8,6681.599999999999,98.959,6612.044544,reconstructed,118.61873375612385,1423.424805073486,15.04,75.19999999999999,902.4,estimated_from_price,19.0,46709.0,99.083,94.775
04,2012,AZ,Arizona,West,Mountain,7.650000095367432,7.650000095367432,7.25,7.650000095367432,15912.000198364258,740.0,888.0,8880.0,10656.0,567.6,6811.200000000001,98.261,6692.753232000001,reconstructed,119.84008717899928,1438.0810461479914,15.75,78.75,945.0,estimated_from_price,18.7,47826.0,98.05,95.176
04,2013,AZ,Arizona,West,Mountain,7.800000190734863,7.800000190734863,7.25,7.800000190734863,16224.000396728516,746.0,890.0,8952.0,10680.0,570.6,6847.200000000001,97.602,6683.004144,reconstructed,122.84882317498511,1474.1858780998216,13.92,69.6,835.2,estimated_from_price,18.6,48510.0,98.441,93.617
04,2014,AZ,Arizona,West,Mountain,7.900000095367432,7.900000095367432,7.25,7.900000095367432,16432.000198364258,766.0,916.0,9192.0,10992.0,567.8,6813.599999999999,97.741,6659.680775999999,reconstructed,120.5059008786635,1446.070810543962,17.2,86.0,1032.0,estimated_from_price,18.2,50068.0,97.944,92.74
04,2015,AZ,Arizona,West,Mountain,8.050000190734863,8.050000190734863,7.25,8.050000190734863,16744.000396728516,791.0,933.0,9492.0,11196.0,560.4,6724.799999999999,98.517,6625.071215999999,reconstructed,124.67458072461822,1496.0949686954186,17.04,85.19999999999999,1022.4,estimated_from_price,17.4,51492.0,97.865,93.772
04,2016,AZ,Arizona,West,Mountain,8.050000190734863,8.050000190734863,7.25,8.050000190734863,16744.000396728516,824.0,976.0,9888.0,11712.0,556.0,6672.0,97.834,6527.48448,reconstructed,125.188374530516,1502.260494366192,15.28,76.39999999999999,916.8,estimated_from_price,16.4,53558.0,98.622,92.448
04,2017,AZ,Arizona,West,Mountain,10.0,10.0,7.25,10.0,20800.0,858.0,1020.0,10296.0,12240.0,563.8,6765.599999999999,97.225,6577.854599999999,reconstructed,128.3986981893908,1540.7843782726895,15.78,78.89999999999999,946.8,estimated_from_price,14.9,56581.0,97.915,93.527
04,2018,AZ,Arizona,West,Mountain,10.5,10.5,7.25,10.5,21840.0,884.0,1036.0,10608.0,12432.0,570.0,6840.0,95.865,6557.166,reconstructed,131.3104625061246,1575.725550073495,15.35,76.75,921.0,estimated_from_price,14.0,59246.0,97.381,94.255
04,2019,AZ,Arizona,West,Mountain,11.0,11.0,7.25,11.0,22880.0,939.0,1101.0,11268.0,13212.0,577.0,6924.0,96.004,6647.31696,reconstructed,126.08897384663608,1513.067686159633,13.46,67.30000000000001,807.6,estimated_from_price,13.5,62055.0,97.779,93.582
04,2020,AZ,Arizona,West,Mountain,12.0,12.0,7.25,12.0,24960.0,,,,,602.0,7224.0,100.076,7229.490239999999,reconstructed,136.6969071415098,1640.3628856981177,13.1,65.5,786.0,estimated_from_price,,,99.203,97.944
04,2021,AZ,Arizona,West,Mountain,12.149999618530272,12.149999618530272,7.25,12.149999618530272,25271.99920654297,1099.0,1253.0,13188.0,15036.0,835.57,10026.84,95.069,9532.4165196,reconstructed,,,15.52,77.6,931.2,estimated_from_price,12.8,69056.0,96.6,102.346
04,2022,AZ,Arizona,West,Mountain,12.800000190734863,12.800000190734863,7.25,12.800000190734863,26624.00039672852,1291.0,1450.0,15492.0,17400.0,939.4,11272.8,98.094,11057.940431999998,reconstructed,,,17.81,89.05,1068.6,estimated_from_price,12.5,74568.0,99.992,106.244
04,2023,AZ,Arizona,West,Mountain,,,,,,1438.0,1608.0,17256.0,19296.0,975.5,11706.0,97.941,11464.97346,reconstructed,,,19.44,97.2,1166.4,estimated_from_price,12.4,77315.0,100.742,108.561
05,2008,AR,Arkansas,South,West South Central,6.550000190734863,6.381967067718506,6.55,6.550000190734863,13624.000396728516,435.0,606.0,5220.0,7272.0,512.6,6151.200000000001,95.942,5901.584304,reconstructed,102.68615510782058,1232.233861293847,14.09,70.45,845.4,estimated_from_price,,38815.0,88.096,58.671
05,2009,AR,Arkansas,South,West South Central,7.25,6.858767032623291,7.25,7.25,15080.0,435.0,606.0,5220.0,7272.0,530.3,6363.599999999999,93.774,5967.402263999999,reconstructed,98.37697075604486,1180.5236490725383,13.39,66.95,803.4000000000001,estimated_from_price,,37823.0,86.364,57.419
05,2010,AR,Arkansas,South,West South Central,7.25,7.25,7.25,7.25,15080.0,468.0,638.0,5616.0,7656.0,535.6,6427.200000000001,96.639,6211.181808,reconstructed,107.2784697690487,1287.3416372285844,11.53,57.65,691.8,estimated_from_price,18.8,38307.0,88.561,59.83
05,2011,AR,Arkansas,South,West South Central,7.25,7.25,7.25,7.25,15080.0,467.0,639.0,5604.0,7668.0,556.8,6681.599999999999,96.001,6414.402816,reconstructed,106.26702381866556,1275.2042858239868,11.46,57.3,687.6,estimated_from_price,19.5,38758.0,89.383,61.012
05,2012,AR,Arkansas,South,West South Central,7.25,7.25,7.25,7.25,15080.0,480.0,640.0,5760.0,7680.0,567.6,6811.200000000001,94.457,6433.655184,reconstructed,104.13560794522756,1249.6272953427306,11.82,59.1,709.2,estimated_from_price,19.8,40112.0,89.394,60.322
05,2013,AR,Arkansas,South,West South Central,7.25,7.25,7.25,7.25,15080.0,489.0,659.0,5868.0,7908.0,570.6,6847.200000000001,95.382,6530.996304000001,reconstructed,108.63844350889764,1303.661322106772,10.46,52.3,627.6,estimated_from_price,19.7,40511.0,89.493,59.938
05,2014,AR,Arkansas,South,West South Central,7.25,7.25,7.25,7.25,15080.0,506.0,683.0,6072.0,8196.0,567.8,6813.599999999999,94.764,6456.839903999999,reconstructed,108.62901289136356,1303.5481546963626,10.39,51.95,623.4000000000001,estimated_from_price,18.9,41262.0,89.395,60.244
05,2015,AR,Arkansas,South,West South Central,7.5,7.5,7.25,7.5,15600.0,521.0,695.0,6252.0,8340.0,560.4,6724.799999999999,93.983,6320.168784,reconstructed,110.2158760719356,1322.590512863227,11.58,57.9,694.8,estimated_from_price,19.1,41995.0,89.013,59.372
05,2016,AR,Arkansas,South,West South Central,8.0,8.0,7.25,8.0,16640.0,535.0,701.0,6420.0,8412.0,556.0,6672.0,94.932,6333.86304,reconstructed,107.44469696471609,1289.336363576593,11.17,55.85,670.2,estimated_from_price,17.2,44334.0,89.298,59.309
05,2017,AR,Arkansas,South,West South Central,8.5,8.5,7.25,8.5,17680.0,548.0,711.0,6576.0,8532.0,563.8,6765.599999999999,94.536,6395.927615999999,reconstructed,105.64474428150808,1267.7369313780969,12.97,64.85000000000001,778.2,estimated_from_price,16.4,45869.0,88.561,57.639
05,2018,AR,Arkansas,South,West South Central,8.5,8.5,7.25,8.5,17680.0,559.0,731.0,6708.0,8772.0,570.0,6840.0,93.073,6366.1932,reconstructed,113.36275177823973,1360.3530213388765,11.77,58.85,706.1999999999999,estimated_from_price,17.2,47062.0,87.144,56.16
05,2019,AR,Arkansas,South,West South Central,9.25,9.25,7.25,9.25,19240.0,576.0,742.0,6912.0,8904.0,577.0,6924.0,94.774,6562.15176,reconstructed,109.46252454893202,1313.5502945871842,11.05,55.25,663.0,estimated_from_price,16.2,48952.0,87.744,56.808
05,2020,AR,Arkansas,South,West South Central,10.0,10.0,7.25,10.0,20800.0,,,,,602.0,7224.0,94.34,6815.1216,reconstructed,110.33104820927868,1323.9725785113442,12.28,61.4,736.8,estimated_from_price,,,88.165,56.872
05,2021,AR,Arkansas,South,West South Central,11.0,11.0,7.25,11.0,22880.0,625.0,820.0,7500.0,9840.0,835.57,10026.84,95.623,9587.9652132,reconstructed,,,12.55,62.75,753.0,estimated_from_price,16.3,52528.0,88.902,59.435
05,2022,AR,Arkansas,South,West South Central,11.0,11.0,7.25,11.0,22880.0,654.0,846.0,7848.0,10152.0,939.4,11272.8,93.127,10498.020455999998,reconstructed,,,16.95,84.75,1017.0,estimated_from_price,16.8,55432.0,86.913,55.671
05,2023,AR,Arkansas,South,West South Central,,,,,,721.0,933.0,8652.0,11196.0,975.5,11706.0,93.103,10898.63718,reconstructed,,,17.86,89.3,1071.6,estimated_from_price,15.7,58700.0,86.81,56.737
06,2008,CA,California,West,Pacific,8.0,8.0,6.55,8.0,16640.0,1035.0,1135.0,12420.0,13620.0,512.6,6151.200000000001,107.413,6607.188456000001,reconstructed,81.09900847520207,973.1881017024248,12.75,63.75,765.0,estimated_from_price,,61021.0,111.22,161.361
06,2009,CA,California,West,Pacific,8.0,8.0,7.25,8.0,16640.0,1058.0,1155.0,12696.0,13860.0,530.3,6363.599999999999,104.687,6661.861931999999,reconstructed,85.44876223166285,1025.3851467799543,9.43,47.15,565.8,estimated_from_price,,58931.0,110.696,160.404
06,2010,CA,California,West,Pacific,8.0,8.0,7.25,8.0,16640.0,1066.0,1163.0,12792.0,13956.0,535.6,6427.200000000001,103.023,6621.494256000001,reconstructed,82.85480076319097,994.2576091582916,9.92,49.6,595.2,estimated_from_price,15.8,57708.0,109.703,158.028
06,2011,CA,California,West,Pacific,8.0,8.0,7.25,8.0,16640.0,1077.0,1174.0,12924.0,14088.0,556.8,6681.599999999999,103.597,6921.937151999999,reconstructed,83.70482509906704,1004.4579011888044,9.93,49.65,595.8,estimated_from_price,16.6,57287.0,109.503,157.145
06,2012,CA,California,West,Pacific,8.0,8.0,7.25,8.0,16640.0,1100.0,1200.0,13200.0,14400.0,567.6,6811.200000000001,104.095,7090.118640000001,reconstructed,87.9107782973043,1054.9293395676516,9.14,45.7,548.4000000000001,estimated_from_price,17.0,58328.0,109.666,156.194
06,2013,CA,California,West,Pacific,8.0,8.0,7.25,8.0,16640.0,1120.0,1224.0,13440.0,14688.0,570.6,6847.200000000001,104.288,7140.807936000001,reconstructed,91.03166268193252,1092.3799521831902,9.92,49.6,595.2,estimated_from_price,16.8,60190.0,109.667,155.709
06,2014,CA,California,West,Pacific,9.0,8.504109382629395,7.25,9.0,18720.0,1161.0,1268.0,13932.0,15216.0,567.8,6813.599999999999,104.339,7109.242104,reconstructed,91.2625636802708,1095.1507641632495,11.51,57.55,690.6,estimated_from_price,16.4,61933.0,109.926,157.935
06,2015,CA,California,West,Pacific,9.0,9.0,7.25,9.0,18720.0,1198.0,1311.0,14376.0,15732.0,560.4,6724.799999999999,105.536,7097.084927999999,reconstructed,94.5880083559256,1135.0561002711072,11.39,56.95,683.4000000000001,estimated_from_price,15.3,64500.0,110.685,158.044
06,2016,CA,California,West,Pacific,10.0,10.0,7.25,10.0,20800.0,1252.0,1375.0,15024.0,16500.0,556.0,6672.0,104.385,6964.5672,reconstructed,95.2004714270956,1142.4056571251472,11.84,59.2,710.4,estimated_from_price,14.3,67739.0,109.956,160.083
06,2017,CA,California,West,Pacific,10.5,10.5,7.25,10.5,21840.0,1320.0,1447.0,15840.0,17364.0,563.8,6765.599999999999,104.466,7067.751695999999,reconstructed,101.49400102866572,1217.9280123439887,12.49,62.45,749.4,estimated_from_price,13.3,71805.0,110.998,162.521
06,2018,CA,California,West,Pacific,11.0,11.0,7.25,11.0,22880.0,1399.0,1520.0,16788.0,18240.0,570.0,6840.0,105.508,7216.7472,reconstructed,102.89918764796391,1234.790251775567,12.3,61.5,738.0,estimated_from_price,12.8,75277.0,111.882,163.834
06,2019,CA,California,West,Pacific,12.0,12.0,7.25,12.0,24960.0,1486.0,1614.0,17832.0,19368.0,577.0,6924.0,106.179,7351.83396,reconstructed,101.91645328617147,1222.997439434058,12.95,64.75,777.0,estimated_from_price,11.8,80440.0,111.134,164.636
06,2020,CA,California,West,Pacific,13.0,13.0,7.25,13.0,27040.0,,,,,602.0,7224.0,106.661,7705.190640000001,reconstructed,116.93596137851928,1403.2315365422312,14.14,70.7,848.4000000000001,estimated_from_price,,,111.944,166.329
06,2021,CA,California,West,Pacific,14.0,14.0,7.25,14.0,29120.0,1619.0,1750.0,19428.0,21000.0,835.57,10026.84,108.144,10843.4258496,reconstructed,,,16.34,81.7,980.4,estimated_from_price,12.3,84907.0,111.918,164.99
06,2022,CA,California,West,Pacific,15.0,15.0,7.25,15.0,31200.0,1719.0,1870.0,20628.0,22440.0,939.4,11272.8,108.415,12221.40612,reconstructed,,,20.15,100.75,1209.0,estimated_from_price,12.2,91551.0,112.591,160.121
06,2023,CA,California,West,Pacific,,,,,,1820.0,1992.0,21840.0,23904.0,975.5,11706.0,106.766,12498.02796,reconstructed,,,21.84,109.2,1310.4,estimated_from_price,12.0,95521.0,112.195,157.831
08,2008,CO,Colorado,West,Mountain,7.019999980926514,7.019999980926514,6.55,7.019999980926514,14601.599960327148,739.0,848.0,8868.0,10176.0,512.6,6151.200000000001,104.436,6424.067232000002,reconstructed,68.80149819626911,825.6179783552293,9.77,48.85,586.1999999999999,estimated_from_price,,56993.0,103.315,113.855
08,2009,CO,Colorado,West,Mountain,7.28000020980835,7.28000020980835,7.25,7.28000020980835,15142.400436401367,753.0,851.0,9036.0,10212.0,530.3,6363.599999999999,102.119,6498.444684,reconstructed,68.6871741152027,824.2460893824323,8.8,44.0,528.0,estimated_from_price,,55430.0,102.378,113.15
08,2010,CO,Colorado,West,Mountain,7.25,7.25,7.25,7.25,15080.0,756.0,863.0,9072.0,10356.0,535.6,6427.200000000001,101.267,6508.632624000001,reconstructed,78.21828477269122,938.6194172722946,8.13,40.650000000000006,487.80000000000007,estimated_from_price,13.4,54046.0,100.59,112.151
08,2011,CO,Colorado,West,Mountain,7.360000133514404,7.360000133514404,7.25,7.360000133514404,15308.80027770996,799.0,900.0,9588.0,10800.0,556.8,6681.599999999999,101.609,6789.106943999999,reconstructed,80.11852291084985,961.4222749301982,8.25,41.25,495.0,estimated_from_price,13.5,55387.0,103.384,118.781
08,2012,CO,Colorado,West,Mountain,7.639999866485596,7.639999866485596,7.25,7.639999866485596,15891.19972229004,825.0,934.0,9900.0,11208.0,567.6,6811.200000000001,101.351,6903.219312,reconstructed,80.93959584804318,971.2751501765182,8.28,41.4,496.8,estimated_from_price,13.7,56765.0,103.138,115.653
08,2013,CO,Colorado,West,Mountain,7.78000020980835,7.78000020980835,7.25,7.78000020980835,16182.400436401367,858.0,971.0,10296.0,11652.0,570.6,6847.200000000001,101.018,6916.904496000001,reconstructed,84.90641270602227,1018.8769524722672,7.85,39.25,471.0,estimated_from_price,13.0,58823.0,103.099,118.014
08,2014,CO,Colorado,West,Mountain,8.0,8.0,7.25,8.0,16640.0,898.0,1020.0,10776.0,12240.0,567.8,6813.599999999999,100.171,6825.2512560000005,reconstructed,83.72532124925539,1004.7038549910646,8.89,44.45,533.4000000000001,estimated_from_price,12.0,61303.0,103.068,120.756
08,2015,CO,Colorado,West,Mountain,8.229999542236328,8.229999542236328,7.25,8.229999542236328,17118.399047851562,987.0,1111.0,11844.0,13332.0,560.4,6724.799999999999,99.748,6707.853504,reconstructed,83.4181371612995,1001.017645935594,8.27,41.35,496.2,estimated_from_price,11.5,63909.0,103.048,123.873
08,2016,CO,Colorado,West,Mountain,8.3100004196167,8.3100004196167,7.25,8.3100004196167,17284.800872802734,1057.0,1171.0,12684.0,14052.0,556.0,6672.0,99.775,6656.988,reconstructed,83.84626037800633,1006.155124536076,7.35,36.75,441.0,estimated_from_price,11.0,65685.0,102.716,126.18
08,2017,CO,Colorado,West,Mountain,9.300000190734863,9.300000190734863,7.25,9.300000190734863,19344.00039672852,1125.0,1240.0,13500.0,14880.0,563.8,6765.599999999999,99.531,6733.869336,reconstructed,82.46655462126118,989.598655455134,8.08,40.4,484.8,estimated_from_price,10.3,69117.0,102.946,128.889
08,2018,CO,Colorado,West,Mountain,10.199999809265137,10.199999809265137,7.25,10.199999809265137,21215.999603271484,1181.0,1289.0,14172.0,15468.0,570.0,6840.0,97.572,6673.9248,reconstructed,83.89923230836932,1006.7907877004318,7.74,38.7,464.4,estimated_from_price,9.6,71953.0,100.29,128.338
08,2019,CO,Colorado,West,Mountain,11.100000381469728,11.100000381469728,7.25,11.100000381469728,23088.00079345703,1258.0,1369.0,15096.0,16428.0,577.0,6924.0,101.582,7033.537679999999,reconstructed,83.06615772860725,996.793892743287,7.77,38.85,466.2,estimated_from_price,9.3,77127.0,102.491,131.041
08,2020,CO,Colorado,West,Mountain,12.0,12.0,7.25,12.0,24960.0,,,,,602.0,7224.0,101.994,7368.046560000001,reconstructed,87.88057359801063,1054.5668831761277,7.22,36.1,433.2,estimated_from_price,,,103.774,130.4
08,2021,CO,Colorado,West,Mountain,12.31999969482422,12.31999969482422,7.25,12.31999969482422,25625.59936523437,1378.0,1491.0,16536.0,17892.0,835.57,10026.84,101.776,10204.9166784,reconstructed,,,9.11,45.55,546.5999999999999,estimated_from_price,9.7,82254.0,102.765,129.43
08,2022,CO,Colorado,West,Mountain,12.5600004196167,12.5600004196167,7.25,12.5600004196167,26124.80087280273,1513.0,1646.0,18156.0,19752.0,939.4,11272.8,101.153,11402.775384,reconstructed,,,12.72,63.6,763.2,estimated_from_price,9.4,89302.0,102.26,129.53
08,2023,CO,Colorado,West,Mountain,,,,,,1645.0,1771.0,19740.0,21252.0,975.5,11706.0,99.179,11609.89374,reconstructed,,,11.88,59.400000000000006,712.8000000000001,estimated_from_price,9.3,92911.0,101.856,130.501
