module,rows,expected_rows,coverage_pct,states_present,states_expected,missing_states,years_present,missing_years,missing_contract_rent_monthly,missing_gross_rent_monthly
housing,765,816,93.8,51,51,none,"[2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2021, 2022, 2023]",[2020],0/765 (0.0%),0/765 (0.0%)
