state_fips,year,state_abbr,state_name,census_region,census_division
44,2009,RI,Rhode Island,Northeast,New England
44,2010,RI,Rhode Island,Northeast,New England
44,2011,RI,Rhode Island,Northeast,New England
44,2012,RI,Rhode Island,Northeast,New England
44,2013,RI,Rhode Island,Northeast,New England
44,2014,RI,Rhode Island,Northeast,New England
44,2015,RI,Rhode Island,Northeast,New England
44,2016,RI,Rhode Island,Northeast,New England
44,2017,RI,Rhode Island,Northeast,New England
44,2018,RI,Rhode Island,Northeast,New England
44,2019,RI,Rhode Island,Northeast,New England
44,2020,RI,Rhode Island,Northeast,New England
44,2021,RI,Rhode Island,Northeast,New England
44,2022,RI,Rhode Island,Northeast,New England
44,2023,RI,Rhode Island,Northeast,New England
45,2008,SC,South Carolina,South,South Atlantic
45,2009,SC,South Carolina,South,South Atlantic
45,2010,SC,South Carolina,South,South Atlantic
45,2011,SC,South Carolina,South,South Atlantic
45,2012,SC,South Carolina,South,South Atlantic
45,2013,SC,South Carolina,South,South Atlantic
45,2014,SC,South Carolina,South,South Atlantic
45,2015,SC,South Carolina,South,South Atlantic
45,2016,SC,South Carolina,South,South Atlantic
45,2017,SC,South Carolina,South,South Atlantic
45,2018,SC,South Carolina,South,South Atlantic
45,2019,SC,South Carolina,South,South Atlantic
45,2020,SC,South Carolina,South,South Atlantic
45,2021,SC,South Carolina,South,South Atlantic
45,2022,SC,South Carolina,South,South Atlantic
45,2023,SC,South Carolina,South,South Atlantic
46,2008,SD,South Dakota,Midwest,West North Central
46,2009,SD,South Dakota,Midwest,West North Central
46,2010,SD,South Dakota,Midwest,West North Central
46,2011,SD,South Dakota,Midwest,West North Central
46,2012,SD,South Dakota,Midwest,West North Central
46,2013,SD,South Dakota,Midwest,West North Central
46,2014,SD,South Dakota,Midwest,West North Central
46,2015,SD,South Dakota,Midwest,West North Central
46,2016,SD,South Dakota,Midwest,West North Central
46,2017,SD,South Dakota,Midwest,West North Central
46,2018,SD,South Dakota,Midwest,West North Central
46,2019,SD,South Dakota,Midwest,West North Central
46,2020,SD,South Dakota,Midwest,West North Central
46,2021,SD,South Dakota,Midwest,West North Central
46,2022,SD,South Dakota,Midwest,West North Central
46,2023,SD,South Dakota,Midwest,West North Central
47,2008,TN,Tennessee,South,East South Central
47,2009,TN,Tennessee,South,East South Central
47,2010,TN,Tennessee,South,East South Central
47,2011,TN,Tennessee,South,East South Central
47,2012,TN,Tennessee,South,East South Central
47,2013,TN,Tennessee,South,East South Central
47,2014,TN,Tennessee,South,East South Central
47,2015,TN,Tennessee,South,East South Central
47,2016,TN,Tennessee,South,East South Central
47,2017,TN,Tennessee,South,East South Central
47,2018,TN,Tennessee,South,East South Central
47,2019,TN,Tennessee,South,East South Central
47,2020,TN,Tennessee,South,East South Central
47,2021,TN,Tennessee,South,East South Central
47,2022,TN,Tennessee,South,East South Central
47,2023,TN,Tennessee,South,East South Central
48,2008,TX,Texas,South,West South Central
48,2009,TX,Texas,South,West South Central
48,2010,TX,Texas,South,West South Central
48,2011,TX,Texas,South,West South Central
48,2012,TX,Texas,South,West South Central
48,2013,TX,Texas,South,West South Central
48,2014,TX,Texas,South,West South Central
48,2015,TX,Texas,South,West South Central
48,2016,TX,Texas,South,West South Central
48,2017,TX,Texas,South,West South Central
48,2018,TX,Texas,South,West South Central
48,2019,TX,Texas,South,West South Central
48,2020,TX,Texas,South,West South Central
48,2021,TX,Texas,South,West South Central
48,2022,TX,Texas,South,West South Central
48,2023,TX,Texas,South,West South Central
49,2008,UT,Utah,West,Mountain
49,2009,UT,Utah,West,Mountain
49,2010,UT,Utah,West,Mountain
49,2011,UT,Utah,West,Mountain
49,2012,UT,Utah,West,Mountain
49,2013,UT,Utah,West,Mountain
49,2014,UT,Utah,West,Mountain
49,2015,UT,Utah,West,Mountain
49,2016,UT,Utah,West,Mountain
49,2017,UT,Utah,West,Mountain
49,2018,UT,Utah,West,Mountain
49,2019,UT,Utah,West,Mountain
49,2020,UT,Utah,West,Mountain
49,2021,UT,Utah,West,Mountain
49,2022,UT,Utah,West,Mountain
49,2023,UT,Utah,West,Mountain
50,2008,VT,Vermont,Northeast,New England
50,2009,VT,Vermont,Northeast,New England
50,2010,VT,Vermont,Northeast,New England
50,2011,VT,Vermont,Northeast,New England
50,2012,VT,Vermont,Northeast,New England
50,2013,VT,Vermont,Northeast,New England
50,2014,VT,Vermont,Northeast,New England
50,2015,VT,Vermont,Northeast,New England
50,2016,VT,Vermont,Northeast,New England
50,2017,VT,Vermont,Northeast,New England
50,2018,VT,Vermont,Northeast,New England
50,2019,VT,Vermont,Northeast,New England
50,2020,VT,Vermont,Northeast,New England
50,2021,VT,Vermont,Northeast,New England
50,2022,VT,Vermont,Northeast,New England
50,2023,VT,Vermont,Northeast,New England
51,2008,VA,Virginia,South,South Atlantic
51,2009,VA,Virginia,South,South Atlantic
51,2010,VA,Virginia,South,South Atlantic
51,2011,VA,Virginia,South,South Atlantic
51,2012,VA,Virginia,South,South Atlantic
51,2013,VA,Virginia,South,South Atlantic
51,2014,VA,Virginia,South,South Atlantic
51,2015,VA,Virginia,South,South Atlantic
51,2016,VA,Virginia,South,South Atlantic
51,2017,VA,Virginia,South,South Atlantic
51,2018,VA,Virginia,South,South Atlantic
51,2019,VA,Virginia,South,South Atlantic
51,2020,VA,Virginia,South,South Atlantic
51,2021,VA,Virginia,South,South Atlantic
51,2022,VA,Virginia,South,South Atlantic
51,2023,VA,Virginia,South,South Atlantic
53,2008,WA,Washington,West,Pacific
53,2009,WA,Washington,West,Pacific
53,2010,WA,Washington,West,Pacific
53,2011,WA,Washington,West,Pacific
53,2012,WA,Washington,West,Pacific
53,2013,WA,Washington,West,Pacific
53,2014,WA,Washington,West,Pacific
53,2015,WA,Washington,West,Pacific
53,2016,WA,Washington,West,Pacific
53,2017,WA,Washington,West,Pacific
53,2018,WA,Washington,West,Pacific
53,2019,WA,Washington,West,Pacific
53,2020,WA,Washington,West,Pacific
53,2021,WA,Washington,West,Pacific
53,2022,WA,Washington,West,Pacific
53,2023,WA,Washington,West,Pacific
54,2008,WV,West Virginia,South,South Atlantic
54,2009,WV,West Virginia,South,South Atlantic
54,2010,WV,West Virginia,South,South Atlantic
54,2011,WV,West Virginia,South,South Atlantic
54,2012,WV,West Virginia,South,South Atlantic
54,2013,WV,West Virginia,South,South Atlantic
54,2014,WV,West Virginia,South,South Atlantic
54,2015,WV,West Virginia,South,South Atlantic
54,2016,WV,West Virginia,South,South Atlantic
54,2017,WV,West Virginia,South,South Atlantic
54,2018,WV,West Virginia,South,South Atlantic
54,2019,WV,West Virginia,South,South Atlantic
54,2020,WV,West Virginia,South,South Atlantic
54,2021,WV,West Virginia,South,South Atlantic
54,2022,WV,West Virginia,South,South Atlantic
54,2023,WV,West Virginia,South,South Atlantic
55,2008,WI,Wisconsin,Midwest,East North Central
55,2009,WI,Wisconsin,Midwest,East North Central
55,2010,WI,Wisconsin,Midwest,East North Central
55,2011,WI,Wisconsin,Midwest,East North Central
55,2012,WI,Wisconsin,Midwest,East North Central
55,2013,WI,Wisconsin,Midwest,East North Central
55,2014,WI,Wisconsin,Midwest,East North Central
55,2015,WI,Wisconsin,Midwest,East North Central
55,2016,WI,Wisconsin,Midwest,East North Central
55,2017,WI,Wisconsin,Midwest,East North Central
55,2018,WI,Wisconsin,Midwest,East North Central
55,2019,WI,Wisconsin,Midwest,East North Central
55,2020,WI,Wisconsin,Midwest,East North Central
55,2021,WI,Wisconsin,Midwest,East North Central
55,2022,WI,Wisconsin,Midwest,East North Central
55,2023,WI,Wisconsin,Midwest,East North Central
56,2008,WY,Wyoming,West,Mountain
56,2009,WY,Wyoming,West,Mountain
56,2010,WY,Wyoming,West,Mountain
56,2011,WY,Wyoming,West,Mountain
56,2012,WY,Wyoming,West,Mountain
56,2013,WY,Wyoming,West,Mountain
56,2014,WY,Wyoming,West,Mountain
56,2015,WY,Wyoming,West,Mountain
56,2016,WY,Wyoming,West,Mountain
56,2017,WY,Wyoming,West,Mountain
56,2018,WY,Wyoming,West,Mountain
56,2019,WY,Wyoming,West,Mountain
56,2020,WY,Wyoming,West,Mountain
56,2021,WY,Wyoming,West,Mountain
56,2022,WY,Wyoming,West,Mountain
56,2023,WY,Wyoming,West,Mountain
