state_fips,state_abbr,year,electric_bill_monthly,electric_bill_annual
25,MA,2014,106.93641990376922,1283.2370388452307
25,MA,2015,119.26473931137394,1431.1768717364873
25,MA,2016,113.767581888686,1365.210982664232
25,MA,2017,116.86189561391014,1402.3427473669217
25,MA,2018,131.198109025206,1574.377308302472
25,MA,2019,125.89092438680194,1510.6910926416233
25,MA,2020,132.1763762286536,1586.1165147438433
26,MI,2008,71.58354957629743,859.0025949155691
26,MI,2009,74.6914630872357,896.2975570468284
26,MI,2010,84.81771075030265,1017.8125290036319
26,MI,2011,90.62954209985277,1087.5545051982333
26,MI,2012,95.49653932838032,1145.9584719405639
26,MI,2013,96.9531428769708,1163.4377145236497
26,MI,2014,94.51503809311185,1134.1804571173423
26,MI,2015,93.60601028565505,1123.2721234278606
26,MI,2016,101.64063331205448,1219.6875997446537
26,MI,2017,97.40707082495362,1168.8848498994435
26,MI,2018,103.59254285104966,1243.110514212596
26,MI,2019,100.22719298345652,1202.7263158014782
26,MI,2020,109.85523840526389,1318.2628608631667
27,MN,2008,79.54836845938625,954.580421512635
27,MN,2009,80.47635385687865,965.7162462825438
27,MN,2010,86.18884161467686,1034.2660993761224
27,MN,2011,89.13560638086527,1069.6272765703832
27,MN,2012,90.06358306837392,1080.762996820487
27,MN,2013,96.50969452592727,1158.1163343111273
27,MN,2014,97.25981800562124,1167.117816067455
27,MN,2015,92.31940889570525,1107.832906748463
27,MN,2016,96.78998571056816,1161.479828526818
27,MN,2017,97.57845338597495,1170.9414406316994
27,MN,2018,103.33980629323197,1240.0776755187837
27,MN,2019,99.02197815225884,1188.263737827106
27,MN,2020,102.11422131683513,1225.3706558020215
28,MS,2008,127.95338854400165,1535.4406625280199
28,MS,2009,123.99638852693725,1487.956662323247
28,MS,2010,132.758308542955,1593.0997025154602
28,MS,2011,130.90059175694822,1570.8071010833787
28,MS,2012,122.4874481849614,1469.8493782195367
28,MS,2013,131.49322067234942,1577.918648068193
28,MS,2014,141.21641923535427,1694.5970308242513
28,MS,2015,137.23905466821265,1646.8686560185517
28,MS,2016,125.91466085204627,1510.9759302245552
28,MS,2017,125.3756097333132,1504.5073167997584
28,MS,2018,138.63485292480217,1663.618235097626
28,MS,2019,135.86735363147338,1630.4082435776804
28,MS,2020,128.0775992133414,1536.9311905600966
29,MO,2008,87.82529126311158,1053.903495157339
29,MO,2009,90.66094541319971,1087.9313449583965
29,MO,2010,104.6557205400432,1255.8686464805185
29,MO,2011,108.38505811356568,1300.6206973627882
29,MO,2012,107.80090569596094,1293.6108683515313
29,MO,2013,115.20528001051336,1382.4633601261603
29,MO,2014,116.46573373888175,1397.588804866581
29,MO,2015,115.80082741128075,1389.609928935369
29,MO,2016,116.62735420467679,1399.5282504561214
29,MO,2017,115.59597559064201,1387.1517070877042
29,MO,2018,126.78902954946399,1521.468354593568
29,MO,2019,117.82230025668628,1413.8676030802353
29,MO,2020,115.34566867025323,1384.1480240430387
30,MT,2008,76.94576834199884,923.3492201039861
30,MT,2009,76.53666838281562,918.4400205937875
30,MT,2010,77.3741587906819,928.4899054881828
30,MT,2011,84.96519938803694,1019.5823926564433
30,MT,2012,84.88026557696115,1018.5631869235337
30,MT,2013,88.85209366125669,1066.2251239350803
30,MT,2014,86.92770301892006,1043.1324362270407
30,MT,2015,89.02803157639124,1068.336378916695
30,MT,2016,88.94693967858076,1067.3632761429692
30,MT,2017,94.75333109483232,1137.0399731379878
30,MT,2018,93.18595452767214,1118.2314543320656
30,MT,2019,95.42691434196554,1145.1229721035866
30,MT,2020,96.48813831002344,1157.8576597202814
31,NE,2008,80.4622641509434,965.5471698113208
31,NE,2009,85.48736925609528,1025.8484310731433
31,NE,2010,93.97410563711692,1127.689267645403
31,NE,2011,95.91818496632,1151.01821959584
31,NE,2012,100.46353239333239,1205.5623887199886
31,NE,2013,106.65394777030842,1279.847373243701
31,NE,2014,106.33218134181526,1275.986176101783
31,NE,2015,101.95726485378276,1223.4871782453931
31,NE,2016,105.47021438671459,1265.642572640575
31,NE,2017,104.95646097719818,1259.4775317263782
31,NE,2018,109.2721322637148,1311.2655871645775
31,NE,2019,108.075264808285,1296.90317769942
31,NE,2020,109.3909831699509,1312.6917980394107
32,NV,2008,113.67579066601814,1364.1094879922177
32,NV,2009,120.65653200016051,1447.8783840019262
32,NV,2010,113.02733662157537,1356.3280394589044
32,NV,2011,104.09948149590865,1249.1937779509037
32,NV,2012,110.57549489488544,1326.9059387386253
32,NV,2013,109.94052023103787,1319.2862427724544
32,NV,2014,115.64403643289046,1387.7284371946855
32,NV,2015,116.47391273463444,1397.6869528156133
32,NV,2016,105.4808057473606,1265.7696689683273
32,NV,2017,102.2944061216535,1227.532873459842
32,NV,2018,112.17748339894904,1346.1298007873884
32,NV,2019,106.82905448095539,1281.9486537714647
32,NV,2020,110.36197807537467,1324.343736904496
33,NH,2008,96.65533452264746,1159.8640142717695
