state_fips,year,poverty_rate,median_hh_income,rpp_all,rpp_rents
51,2014,11.8,64902.0,103.454,115.23
51,2015,11.2,66262.0,103.57,114.868
51,2016,11.0,68114.0,102.777,111.762
51,2017,10.6,71535.0,101.222,110.862
51,2018,10.7,72577.0,101.957,112.595
51,2019,9.9,76456.0,100.053,107.425
51,2020,,,101.003,111.377
51,2021,10.2,80963.0,102.3,110.147
51,2022,10.6,85873.0,102.026,107.738
51,2023,10.2,89931.0,101.331,105.569
53,2008,,58078.0,104.488,117.385
53,2009,,56548.0,104.631,116.78
53,2010,13.4,55631.0,102.741,114.326
53,2011,13.9,56835.0,103.244,116.285
53,2012,13.5,57573.0,102.541,113.9
53,2013,14.1,58405.0,102.482,115.006
53,2014,13.2,61366.0,103.92,117.885
53,2015,12.2,64129.0,104.4,119.584
53,2016,11.3,67106.0,105.56,123.093
53,2017,11.0,70979.0,107.035,125.5
53,2018,10.3,74073.0,107.124,128.144
53,2019,9.8,78687.0,107.971,129.503
53,2020,,,107.859,126.117
53,2021,9.9,84247.0,108.804,125.629
53,2022,10.0,91306.0,110.035,127.615
53,2023,10.3,94605.0,108.37,125.542
54,2008,,37989.0,87.636,56.475
54,2009,,37435.0,86.654,56.879
54,2010,18.1,38218.0,88.909,58.806
54,2011,18.6,38482.0,89.295,58.908
54,2012,17.8,40196.0,89.312,58.674
54,2013,18.5,41253.0,90.246,60.47
54,2014,18.3,41059.0,89.864,59.326
54,2015,17.9,42019.0,90.557,61.693
54,2016,17.9,43385.0,89.805,59.156
54,2017,19.1,43469.0,88.966,58.609
54,2018,17.8,44097.0,89.411,58.376
54,2019,16.0,48850.0,88.518,58.662
54,2020,,,87.334,56.486
54,2021,16.8,51248.0,90.981,59.144
54,2022,17.9,54329.0,89.157,53.827
54,2023,16.7,55948.0,89.633,56.2
55,2008,,52094.0,93.159,84.582
55,2009,,49993.0,94.116,83.684
55,2010,13.2,49001.0,94.723,85.796
55,2011,13.1,50395.0,93.742,86.29
55,2012,13.2,51059.0,94.312,84.591
55,2013,13.5,51467.0,93.89,82.525
55,2014,13.2,52622.0,93.799,80.63
55,2015,12.1,55638.0,93.287,81.187
55,2016,11.8,56811.0,93.173,79.261
55,2017,11.3,59305.0,93.531,81.943
55,2018,11.0,60773.0,94.028,80.023
55,2019,10.4,64168.0,94.476,79.352
55,2020,,,92.666,75.282
55,2021,10.8,67125.0,93.309,76.128
55,2022,10.7,70996.0,92.401,77.516
55,2023,10.7,74631.0,93.22,78.321
56,2008,,53207.0,95.291,77.455
56,2009,,52664.0,96.618,88.371
56,2010,11.2,53512.0,95.473,85.011
56,2011,11.3,56322.0,97.618,91.791
56,2012,12.6,54901.0,96.265,85.18
56,2013,10.9,58752.0,97.347,89.988
56,2014,11.2,57055.0,97.404,91.417
56,2015,11.1,60214.0,96.941,83.272
56,2016,11.3,59882.0,97.747,90.64
56,2017,11.3,60434.0,97.146,82.623
56,2018,11.1,61584.0,92.372,75.078
56,2019,10.1,65003.0,94.107,79.122
56,2020,,,91.836,73.478
56,2021,11.4,65204.0,91.44,77.985
56,2022,11.8,70042.0,91.767,78.945
56,2023,11.3,72415.0,91.551,75.742
